id,predicted_class,predicted_group,expected_group,consistent
TEST_06945,2시리즈_그란쿠페_F44_2020_2024,BMW,BMW,True
TEST_06946,스토닉_2018_2020,기아,기아,True
TEST_06947,QM3_2014_2017,일본/프랑스,일본/프랑스,True
TEST_06948,쿠퍼_컨트리맨_2012_2015,기타 독일차,기타 독일차,True
TEST_06949,쿠퍼_컨트리맨_2012_2015,기타 독일차,기타 독일차,True
TEST_06950,파나메라_971_2017_2023,기타 독일차,기타 독일차,True
TEST_06951,쿠퍼_컨트리맨_2016_2024,기타 독일차,기타 독일차,True
TEST_06952,더_뉴_렉스턴_스포츠_2021_2025,기타,기타,True
TEST_06953,G90_2019_2022,제네시스,제네시스,True
TEST_06954,아이오닉_하이브리드_2016_2019,현대,현대,True
TEST_06955,싼타페_더_프라임_2016_2018,현대,현대,True
TEST_06956,글래디에이터_JT_2020_2023,미국,미국,True
TEST_06957,더_뉴_그랜드_스타렉스_2018_2021,현대,현대,True
TEST_06958,더_뉴_쏘렌토_2018_2020,기아,기아,True
TEST_06959,더_뉴_코란도_스포츠_2016_2018,기타,기타,True
TEST_06960,7시리즈_G11_2016_2018,BMW,BMW,True
TEST_06961,RAV4_5세대_2019_2024,일본/프랑스,일본/프랑스,True
TEST_06962,Q5_FY_2020,기타 독일차,기타 독일차,True
TEST_06963,A4_B9_2020_2024,기타 독일차,기타 독일차,True
TEST_06964,더_뉴_스파크_2019_2022,미국,미국,True
TEST_06965,티볼리_2015_2018,기타,기타,True
TEST_06966,i4_2022_2024,BMW,BMW,True
TEST_06967,그랜저TG_2007_2008,현대,현대,True
TEST_06968,라브4_4세대_2013_2018,일본/프랑스,일본/프랑스,True
TEST_06969,5시리즈_GT_F07_2010_2017,BMW,BMW,True
TEST_06970,QM3_2014_2017,일본/프랑스,일본/프랑스,True
TEST_06971,GLC_클래스_X253_2020_2022,벤츠,벤츠,True
TEST_06972,XF_X260_2016_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_06973,EQ900_2016_2018,제네시스,제네시스,True
TEST_06974,모닝_어반_JA_2021_2023,기아,기아,True
TEST_06975,뉴_체어맨_W_2012_2016,기타,기타,True
TEST_06976,어코드_10세대_2018_2022,일본/프랑스,일본/프랑스,True
TEST_06977,G_클래스_W463b_2019_2025,벤츠,벤츠,True
TEST_06978,아반떼_N_2022_2023,현대,현대,True
TEST_06979,스포티지_5세대_2022_2024,기아,기아,True
TEST_06980,5시리즈_G60_2024_2025,BMW,BMW,True
TEST_06981,2시리즈_액티브_투어러_F45_2019_2021,BMW,BMW,True
TEST_06982,스파크_2012_2015,미국,미국,True
TEST_06983,1시리즈_F20_2013_2015,BMW,BMW,True
TEST_06984,레인지로버_이보크_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_06985,더_뉴_K5_하이브리드_3세대_2023_2025,기아,기아,True
TEST_06986,911_992_2020_2024,기타 독일차,기타 독일차,True
TEST_06987,디_올뉴싼타페_2024_2025,현대,현대,True
TEST_06988,제네시스_DH_2014_2016,제네시스,제네시스,True
TEST_06989,XJ_8세대_2010_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_06990,XC90_2세대_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_06991,디_올_뉴_스포티지_2022_2024,기아,기아,True
TEST_06992,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_06993,S_클래스_W221_2006_2013,벤츠,벤츠,True
TEST_06994,벨로스터_JS_2018_2020,현대,현대,True
TEST_06995,X3_G01_2022_2024,BMW,BMW,True
TEST_06996,아이오닉5_2022_2023,현대,현대,True
TEST_06997,아테온_2018_2023,기타 독일차,기타 독일차,True
TEST_06998,718_박스터_2017_2024,기타 독일차,기타 독일차,True
TEST_06999,아이오닉6_2023_2025,현대,현대,True
TEST_07000,뉴_SM5_플래티넘_2013_2014,일본/프랑스,일본/프랑스,True
TEST_07001,GLC_클래스_X253_2017_2019,벤츠,벤츠,True
TEST_07002,프리우스_4세대_2016_2018,일본/프랑스,일본/프랑스,True
TEST_07003,디_올뉴코나_2023_2025,현대,현대,True
TEST_07004,CLS_클래스_W218_2012_2017,벤츠,벤츠,True
TEST_07005,5시리즈_GT_F07_2010_2017,BMW,BMW,True
TEST_07006,Q7_4M_2020_2023,기타 독일차,기타 독일차,True
TEST_07007,렉스턴_스포츠_2018_2021,기타,기타,True
TEST_07008,GLS_클래스_X166_2017_2019,벤츠,벤츠,True
TEST_07009,2시리즈_액티브_투어러_U06_2022_2024,BMW,BMW,True
TEST_07010,i4_2022_2024,BMW,BMW,True
TEST_07011,그랑_콜레오스_2025,일본/프랑스,일본/프랑스,True
TEST_07012,X1_U11_2023_2024,BMW,BMW,True
TEST_07013,CLE_클래스_C236_2024_2025,벤츠,벤츠,True
TEST_07014,몬데오_4세대_2015_2020,미국,미국,True
TEST_07015,쿠퍼_컨트리맨_2012_2015,기타 독일차,기타 독일차,True
TEST_07016,캠리_XV70_2018_2024,일본/프랑스,일본/프랑스,True
TEST_07017,디_올뉴코나_2023_2025,현대,현대,True
TEST_07018,레이_2012_2017,기아,기아,True
TEST_07019,더_K9_2019_2021,기아,기아,True
TEST_07020,더_뉴_QM6_2020_2023,일본/프랑스,일본/프랑스,True
TEST_07021,올_뉴_투싼_TL_2016_2018,현대,현대,True
TEST_07022,RAV4_2016_2018,일본/프랑스,일본/프랑스,True
TEST_07023,Q7_4M_2016_2019,기타 독일차,기타 독일차,True
TEST_07024,뉴_체어맨_W_2012_2016,기타,기타,True
TEST_07025,마칸_2014_2018,기타 독일차,기타 독일차,True
TEST_07026,5008_2세대_2018_2019,기타,기타,True
TEST_07027,뉴QM3_2018_2019,일본/프랑스,일본/프랑스,True
TEST_07028,CLS_클래스_C257_2019_2023,벤츠,벤츠,True
TEST_07029,M2_F87_2016_2021,BMW,BMW,True
TEST_07030,CLA_클래스_C118_2020_2025,벤츠,벤츠,True
TEST_07031,머스탱_2015_2023,미국,미국,True
TEST_07032,파사트_GT_B8_2018_2022,기타 독일차,기타 독일차,True
TEST_07033,더_뉴_트랙스_2017_2022,미국,미국,True
TEST_07034,X5_G05_2019_2023,BMW,BMW,True
TEST_07035,올_뉴_투싼_TL_2019_2020,현대,현대,True
TEST_07036,디_올_뉴_니로_2022_2025,기아,기아,True
TEST_07037,스토닉_2018_2020,기아,기아,True
TEST_07038,아이오닉_하이브리드_2016_2019,현대,현대,True
TEST_07039,디스커버리_5_2022_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_07040,YF쏘나타_하이브리드_2011_2015,현대,현대,True
TEST_07041,G80_RG3_2021_2023,제네시스,제네시스,True
TEST_07042,티볼리_2015_2018,기타,기타,True
TEST_07043,더_뉴_K9_2세대_2022_2025,기아,기아,True
TEST_07044,F_PACE_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_07045,XM3_2024,일본/프랑스,일본/프랑스,True
TEST_07046,더_뉴_K7_2013_2016,기아,기아,True
TEST_07047,2시리즈_액티브_투어러_F45_2019_2021,BMW,BMW,True
TEST_07048,All_New_XJ_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_07049,코세어_2020_2022,미국,미국,True
TEST_07050,뷰티풀_코란도_2019_2024,기타,기타,True
TEST_07051,올_뉴_모닝_2012_2015,기아,기아,True
TEST_07052,5008_2세대_2021_2024,기타,기타,True
TEST_07053,LF_쏘나타_2015_2017,현대,현대,True
TEST_07054,싼타페_MX5_2024_2025,현대,현대,True
TEST_07055,디_올뉴싼타페_2024_2025,현대,현대,True
TEST_07056,콜로라도_2020_2020,미국,미국,True
TEST_07057,체로키_KL_2019_2023,미국,미국,True
TEST_07058,콰트로포르테_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_07059,티볼리_2015_2018,기타,기타,True
TEST_07060,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_07061,트레일블레이저_2021_2022,미국,미국,True
TEST_07062,에쿠스_신형_2010_2015,현대,현대,True
TEST_07063,액티언_2세대_2025,기타,기타,True
TEST_07064,G80_RG3_2021_2023,제네시스,제네시스,True
TEST_07065,기블리_2014_2023,유럽 프리미엄,유럽 프리미엄,True
TEST_07066,G_클래스_W463b_2019_2025,벤츠,벤츠,True
TEST_07067,V60_크로스컨트리_2세대_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_07068,YF쏘나타_2009_2012,현대,현대,True
TEST_07069,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_07070,그랑_콜레오스_2025,일본/프랑스,일본/프랑스,True
TEST_07071,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_07072,XF_X260_2016_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_07073,GLE_클래스_W166_2016_2018,벤츠,벤츠,True
TEST_07074,ES300h_7세대_2019_2026,일본/프랑스,일본/프랑스,True
TEST_07075,코나_SX2_2023_2025,현대,현대,True
TEST_07076,뉴_스타일_코란도_C_2017_2019,기타,기타,True
TEST_07077,A4_B9_2016_2019,기타 독일차,기타 독일차,True
TEST_07078,더_넥스트_스파크_2016_2018,미국,미국,True
TEST_07079,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_07080,어코드_10세대_2018_2022,일본/프랑스,일본/프랑스,True
TEST_07081,레인지로버_이보크_2세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_07082,뉴_ES300h_2016_2018,일본/프랑스,일본/프랑스,True
TEST_07083,X5_G05_2024_2025,BMW,BMW,True
TEST_07084,EQ900_2016_2018,제네시스,제네시스,True
TEST_07085,레인지로버_5세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_07086,GLC_클래스_X254_2023_2025,벤츠,벤츠,True
TEST_07087,그랜드_스타렉스_2016_2018,현대,현대,True
TEST_07088,스포티지_더_볼드_2019_2022,기아,기아,True
TEST_07089,트랙스_2013_2016,미국,미국,True
TEST_07090,그랑_콜레오스_2025,일본/프랑스,일본/프랑스,True
TEST_07091,카니발_4세대_2021,기아,기아,True
TEST_07092,GV80_2020_2022,제네시스,제네시스,True
TEST_07093,RAV4_5세대_2019_2024,일본/프랑스,일본/프랑스,True
TEST_07094,A8_D5_2018_2023,기타 독일차,기타 독일차,True
TEST_07095,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_07096,4시리즈_G22_2021_2023,BMW,BMW,True
TEST_07097,X4_G02_2019_2021,BMW,BMW,True
TEST_07098,K5_2세대_2016_2018,기아,기아,True
TEST_07099,X6_G06_2024_2025,BMW,BMW,True
TEST_07100,UX250h_2019_2024,일본/프랑스,일본/프랑스,True
TEST_07101,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_07102,레니게이드_2019_2023,미국,미국,True
TEST_07103,파나메라_2010_2016,기타 독일차,기타 독일차,True
TEST_07104,익스플로러_6세대_2020_2025,미국,미국,True
TEST_07105,에쿠스_신형_2010_2015,현대,현대,True
TEST_07106,트랙스_크로스오버_2024_2025,미국,미국,True
TEST_07107,A7_2012_2016,기타 독일차,기타 독일차,True
TEST_07108,X4_F26_2015_2018,BMW,BMW,True
TEST_07109,5시리즈_G60_2024_2025,BMW,BMW,True
TEST_07110,Q5_FY_2020,기타 독일차,기타 독일차,True
TEST_07111,4시리즈_G22_2021_2023,현대,BMW,False
TEST_07112,Q30_2017_2019,일본/프랑스,일본/프랑스,True
TEST_07113,SM7_뉴아트_2008_2011,일본/프랑스,일본/프랑스,True
TEST_07114,X4_G02_2019_2021,BMW,BMW,True
TEST_07115,박스터_718_2017_2024,기타 독일차,기타 독일차,True
TEST_07116,체로키_KL_2019_2023,미국,미국,True
TEST_07117,뉴_티구안_2012_2016,기타 독일차,기타 독일차,True
TEST_07118,그랜저TG_2007_2008,현대,현대,True
TEST_07119,레인지로버_이보크_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_07120,프리우스_C_2018_2020,일본/프랑스,일본/프랑스,True
TEST_07121,911_992_2020_2024,기타 독일차,기타 독일차,True
TEST_07122,X1_F48_2016_2019,BMW,BMW,True
TEST_07123,체로키_KL_2019_2023,미국,미국,True
TEST_07124,시에나_4세대_2021_2024,일본/프랑스,일본/프랑스,True
TEST_07125,S_클래스_W222_2014_2020,벤츠,벤츠,True
TEST_07126,뉴_체어맨_W_2012_2016,기타,기타,True
TEST_07127,티볼리_아머_2018_2019,기타,기타,True
TEST_07128,X2_F39_2018_2023,BMW,BMW,True
TEST_07129,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_07130,Q8_4M_2020_2025,기타 독일차,기타 독일차,True
TEST_07131,2시리즈_액티브_투어러_U06_2022_2024,BMW,BMW,True
TEST_07132,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_07133,에비에이터_2세대_2020_2025,미국,미국,True
TEST_07134,더_뉴_투싼_NX4_2023_2025,현대,현대,True
TEST_07135,올란도_2012_2018,미국,미국,True
TEST_07136,올_뉴_카니발_2015_2019,기아,기아,True
TEST_07137,스포티지_5세대_2022_2024,기아,기아,True
TEST_07138,디_올뉴코나_2023_2025,현대,현대,True
TEST_07139,QM3_2014_2017,일본/프랑스,일본/프랑스,True
TEST_07140,뉴_A6_2015_2018,기타 독일차,기타 독일차,True
TEST_07141,더_뉴_그랜저_IG_2020_2023,현대,현대,True
TEST_07142,프리우스_C_2018_2020,일본/프랑스,일본/프랑스,True
TEST_07143,그랜저_HG_2011_2014,현대,현대,True
TEST_07144,718_카이맨_2017_2024,기타 독일차,기타 독일차,True
TEST_07145,F150_2004_2021,미국,미국,True
TEST_07146,팰리세이드_2019_2022,현대,현대,True
TEST_07147,1시리즈_F20_2013_2015,BMW,BMW,True
TEST_07148,더_뉴_K5_하이브리드_3세대_2023_2025,기아,기아,True
TEST_07149,익스플로러_2018_2019,미국,미국,True
TEST_07150,S90_2021_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_07151,팰리세이드_LX3_2025,현대,현대,True
TEST_07152,7시리즈_G11_2016_2018,BMW,BMW,True
TEST_07153,말리부_2012_2016,미국,미국,True
TEST_07154,싼타페_더_프라임_2016_2018,현대,현대,True
TEST_07155,K5_3세대_하이브리드_2020_2022,기아,기아,True
TEST_07156,코나_2018_2020,현대,현대,True
TEST_07157,팰리세이드_LX3_2025,현대,현대,True
TEST_07158,더_올뉴G80_2021_2024,현대,현대,True
TEST_07159,뉴_ES300h_2013_2015,일본/프랑스,일본/프랑스,True
TEST_07160,3시리즈_F30_2013_2018,BMW,BMW,True
TEST_07161,S_클래스_W222_2014_2020,벤츠,벤츠,True
TEST_07162,G80_2017_2020,제네시스,제네시스,True
TEST_07163,X7_G07_2019_2022,BMW,BMW,True
TEST_07164,UX250h_2019_2024,일본/프랑스,일본/프랑스,True
TEST_07165,더_뉴_K5_2세대_2019_2020,기아,기아,True
TEST_07166,GLC_클래스_X253_2023,벤츠,벤츠,True
TEST_07167,투싼_NX4_2021_2023,현대,현대,True
TEST_07168,레인지로버_4세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_07169,CLA_클래스_C118_2020_2025,벤츠,벤츠,True
TEST_07170,3시리즈_E90_2005_2012,BMW,BMW,True
TEST_07171,올_뉴_K3_2019_2021,기아,기아,True
TEST_07172,아반떼_MD_2011_2014,현대,현대,True
TEST_07173,디_올뉴싼타페_2024_2025,현대,현대,True
TEST_07174,머스탱_2015_2023,미국,미국,True
TEST_07175,올란도_2012_2018,미국,미국,True
TEST_07176,Z4_G29_2019_2025,BMW,BMW,True
TEST_07177,A4_B9_2016_2019,기타 독일차,기타 독일차,True
TEST_07178,XC90_2세대_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_07179,모하비_더_마스터_2020_2024,기아,기아,True
TEST_07180,올_뉴_모닝_JA_2017_2020,기아,기아,True
TEST_07181,YF쏘나타_하이브리드_2011_2015,현대,현대,True
TEST_07182,GLC_클래스_X253_2020_2022,벤츠,벤츠,True
TEST_07183,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_07184,에쿠스_신형_2010_2015,현대,현대,True
TEST_07185,A4_B9_2016_2019,기타 독일차,기타 독일차,True
TEST_07186,그랑_콜레오스_2025,일본/프랑스,일본/프랑스,True
TEST_07187,리얼_뉴_콜로라도_2021_2022,미국,미국,True
TEST_07188,레인지로버_이보크_2세대_2020_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_07189,K5_2세대_2016_2018,기아,기아,True
TEST_07190,모닝_어반_JA_2021_2023,기아,기아,True
TEST_07191,G90_2019_2022,제네시스,제네시스,True
TEST_07192,마칸_2022_2024,기타 독일차,기타 독일차,True
TEST_07193,더_뉴_K3_2016_2018,기아,기아,True
TEST_07194,K5_3세대_하이브리드_2020_2022,기아,기아,True
TEST_07195,리얼_뉴_콜로라도_2021_2022,미국,미국,True
TEST_07196,디스커버리_5_2017_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_07197,X1_F48_2016_2019,BMW,BMW,True
TEST_07198,1시리즈_F40_2020_2024,BMW,BMW,True
TEST_07199,AMG_GT_2016_2024,벤츠,벤츠,True
TEST_07200,SM7_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_07201,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_07202,컨티넨탈_GT_2세대_2012_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_07203,XE_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_07204,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_07205,그랜드_스타렉스_2016_2018,현대,현대,True
TEST_07206,CLA_클래스_C117_2014_2019,벤츠,벤츠,True
TEST_07207,아테온_2018_2023,기타 독일차,기타 독일차,True
TEST_07208,올_뉴_카니발_2015_2019,기아,기아,True
TEST_07209,액티언_2세대_2025,기타,기타,True
TEST_07210,C_클래스_W206_2022_2024,벤츠,벤츠,True
TEST_07211,X3_G01_2018_2021,BMW,BMW,True
TEST_07212,카니발_4세대_2022_2023,기아,기아,True
TEST_07213,2시리즈_액티브_투어러_U06_2022_2024,BMW,BMW,True
TEST_07214,6시리즈_F12_2011_2018,BMW,BMW,True
TEST_07215,Q30_2017_2019,일본/프랑스,일본/프랑스,True
TEST_07216,아이오닉_하이브리드_2016_2019,현대,현대,True
TEST_07217,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_07218,더_뉴_모하비_2017_2019,기아,기아,True
TEST_07219,7시리즈_G11_2019_2022,BMW,BMW,True
TEST_07220,7시리즈_G11_2019_2022,BMW,BMW,True
TEST_07221,X1_F48_2020_2022,BMW,BMW,True
TEST_07222,7시리즈_G11_2016_2018,BMW,BMW,True
TEST_07223,올_뉴_카마로_2017_2018,미국,미국,True
TEST_07224,K5_2세대_2016_2018,기아,기아,True
TEST_07225,EQ900_2016_2018,제네시스,제네시스,True
TEST_07226,뉴_카이엔_2011_2018,기타 독일차,기타 독일차,True
TEST_07227,카니발_4세대_2021,기아,기아,True
TEST_07228,더_뉴_코란도_스포츠_2016_2018,기타,기타,True
TEST_07229,더_K9_2019_2021,기아,기아,True
TEST_07230,5008_2세대_2018_2019,기타,기타,True
TEST_07231,베뉴_2020_2024,현대,현대,True
TEST_07232,GLC_클래스_X253_2023,벤츠,벤츠,True
TEST_07233,YF쏘나타_하이브리드_2011_2015,현대,현대,True
TEST_07234,티볼리_에어_2016_2019,기타,기타,True
TEST_07235,GLC_클래스_X253_2017_2019,벤츠,벤츠,True
TEST_07236,컴패스_2세대_2018_2022,미국,미국,True
TEST_07237,GLE_클래스_W166_2016_2018,벤츠,벤츠,True
TEST_07238,911_2003_2019,기타 독일차,기타 독일차,True
TEST_07239,그랜저TG_2007_2008,현대,현대,True
TEST_07240,뉴_ES300h_2013_2015,일본/프랑스,일본/프랑스,True
TEST_07241,프리우스_4세대_2019_2022,일본/프랑스,일본/프랑스,True
TEST_07242,SM5_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_07243,스포티지_5세대_2022_2024,기아,기아,True
TEST_07244,SM3_네오_2015_2019,일본/프랑스,일본/프랑스,True
TEST_07245,더_뉴_K3_2016_2018,기아,기아,True
TEST_07246,1시리즈_F20_2016_2019,BMW,BMW,True
TEST_07247,더_뉴_아반떼_AD_2019_2020,현대,현대,True
TEST_07248,올_뉴_투싼_TL_2016_2018,현대,현대,True
TEST_07249,말리부_2012_2016,미국,미국,True
TEST_07250,올_뉴_모닝_JA_2017_2020,기아,기아,True
TEST_07251,GV70_2021_2023,제네시스,제네시스,True
TEST_07252,C_클래스_W204_2008_2015,벤츠,벤츠,True
TEST_07253,3시리즈_G20_2023_2025,BMW,BMW,True
TEST_07254,S_클래스_W223_2021_2025,벤츠,벤츠,True
TEST_07255,CLE_클래스_C236_2024_2025,벤츠,벤츠,True
TEST_07256,박스터_718_2017_2024,기타 독일차,기타 독일차,True
TEST_07257,스토닉_2018_2020,기아,기아,True
TEST_07258,레니게이드_2019_2023,미국,미국,True
TEST_07259,E_클래스_W214_2024_2025,벤츠,벤츠,True
TEST_07260,911_2003_2019,기타 독일차,기타 독일차,True
TEST_07261,8시리즈_G15_2020_2024,BMW,BMW,True
TEST_07262,XF_X260_2016_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_07263,X6_G06_2020_2023,BMW,BMW,True
TEST_07264,올_뉴_말리부_2017_2018,미국,미국,True
TEST_07265,CLS_클래스_C257_2019_2023,벤츠,벤츠,True
TEST_07266,M2_F87_2016_2021,BMW,BMW,True
TEST_07267,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_07268,X1_F48_2016_2019,BMW,BMW,True
TEST_07269,X3_G01_2022_2024,BMW,BMW,True
TEST_07270,레인지로버_4세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_07271,더_K9_2019_2021,기아,기아,True
TEST_07272,르반떼_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_07273,모델_3_2019_2022,미국,미국,True
TEST_07274,더_K9_2019_2021,기아,기아,True
TEST_07275,Q7_4M_2020_2023,기타 독일차,기타 독일차,True
TEST_07276,S_클래스_W223_2021_2025,벤츠,벤츠,True
TEST_07277,X6_F16_2015_2019,BMW,BMW,True
TEST_07278,뉴_SM5_임프레션_2008_2010,일본/프랑스,일본/프랑스,True
TEST_07279,더_뉴_K9_2세대_2022_2025,기아,기아,True
TEST_07280,7시리즈_G70_2023_2025,BMW,BMW,True
TEST_07281,S90_2017_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_07282,더_올뉴G80_2021_2024,현대,현대,True
TEST_07283,디스커버리_5_2022_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_07284,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_07285,Q8_4M_2020_2025,기타 독일차,기타 독일차,True
TEST_07286,1시리즈_F40_2020_2024,BMW,BMW,True
TEST_07287,레인지로버_이보크_2세대_2020_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_07288,K8_2022_2024,기아,기아,True
TEST_07289,제네시스_DH_2014_2016,제네시스,제네시스,True
TEST_07290,티볼리_2015_2018,기타,기타,True
TEST_07291,CLE_클래스_C236_2024_2025,벤츠,벤츠,True
TEST_07292,티볼리_아머_2018_2019,기타,기타,True
TEST_07293,더_올뉴G80_2021_2024,현대,현대,True
TEST_07294,2시리즈_액티브_투어러_U06_2022_2024,BMW,BMW,True
TEST_07295,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_07296,라브4_5세대_2019_2024,일본/프랑스,일본/프랑스,True
TEST_07297,G90_RS4_2022_2025,제네시스,제네시스,True
TEST_07298,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_07299,A8_D5_2018_2023,기타 독일차,기타 독일차,True
TEST_07300,M2_F87_2016_2021,BMW,BMW,True
TEST_07301,X6_G06_2020_2023,BMW,BMW,True
TEST_07302,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_07303,더_올뉴G80_2021_2024,현대,현대,True
TEST_07304,더_뉴_트랙스_2017_2022,미국,미국,True
TEST_07305,디_올_뉴_니로_2022_2025,기아,기아,True
TEST_07306,XC60_2세대_2018_2021,유럽 프리미엄,유럽 프리미엄,True
TEST_07307,A7_4K_2020_2024,기타 독일차,기타 독일차,True
TEST_07308,그랜저_IG_2017_2019,현대,현대,True
TEST_07309,디스커버리_4_2010_2016,유럽 프리미엄,유럽 프리미엄,True
TEST_07310,더_뉴_트랙스_2017_2022,미국,미국,True
TEST_07311,3시리즈_G20_2023_2025,BMW,BMW,True
TEST_07312,B_클래스_W246_2013_2018,벤츠,벤츠,True
TEST_07313,더_뉴_기아_레이_2022_2025,기아,기아,True
TEST_07314,쿠퍼_컨트리맨_2016_2024,기타 독일차,기타 독일차,True
TEST_07315,뉴_SM5_플래티넘_2013_2014,일본/프랑스,일본/프랑스,True
TEST_07316,올_뉴_K3_2019_2021,기아,기아,True
TEST_07317,더_뉴_QM6_2020_2023,일본/프랑스,일본/프랑스,True
TEST_07318,G4_렉스턴_2018_2020,기타,기타,True
TEST_07319,레인지로버_4세대_2014_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_07320,X5_G05_2019_2023,BMW,BMW,True
TEST_07321,더_뉴_아반떼_AD_2019_2020,현대,현대,True
TEST_07322,모델_Y_2021_2025,미국,미국,True
TEST_07323,C_클래스_W206_2022_2024,벤츠,벤츠,True
TEST_07324,머스탱_2015_2023,미국,미국,True
TEST_07325,XM3_2020_2023,일본/프랑스,일본/프랑스,True
TEST_07326,아슬란_2015_2018,현대,현대,True
TEST_07327,더_뉴_SM6_2021_2024,일본/프랑스,일본/프랑스,True
TEST_07328,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_07329,렉스턴_스포츠_2018_2021,기타,기타,True
TEST_07330,K8_2022_2024,기아,기아,True
TEST_07331,GLC_클래스_X253_2023,벤츠,벤츠,True
TEST_07332,A7_4K_2020_2024,기타 독일차,기타 독일차,True
TEST_07333,3시리즈_F30_2013_2018,BMW,BMW,True
TEST_07334,베리_뉴_티볼리_2020_2023,기타,기타,True
TEST_07335,레인지로버_이보크_2세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_07336,그랜드_체로키_WL_2021_2023,미국,미국,True
TEST_07337,7시리즈_G11_2019_2022,BMW,BMW,True
TEST_07338,마칸_2019_2021,기타 독일차,기타 독일차,True
TEST_07339,SM6_2016_2020,일본/프랑스,일본/프랑스,True
TEST_07340,트랙스_2013_2016,미국,미국,True
TEST_07341,더_뉴_코란도_스포츠_2016_2018,기타,기타,True
TEST_07342,스토닉_2018_2020,기아,기아,True
TEST_07343,올_뉴_모닝_2012_2015,기아,기아,True
TEST_07344,그랜저TG_2007_2008,현대,현대,True
TEST_07345,쏘렌토_4세대_2021_2023,현대,현대,True
TEST_07346,스포티지_더_볼드_2019_2022,기아,기아,True
TEST_07347,E_클래스_W213_2017_2020,벤츠,벤츠,True
TEST_07348,레이_2012_2017,기아,기아,True
TEST_07349,캠리_XV70_2018_2024,일본/프랑스,일본/프랑스,True
TEST_07350,올_뉴_카마로_2017_2018,미국,미국,True
TEST_07351,7시리즈_G11_2019_2022,BMW,BMW,True
TEST_07352,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_07353,그랜드_스타렉스_2016_2018,현대,현대,True
TEST_07354,Q5_FY_2020,기타 독일차,기타 독일차,True
TEST_07355,뉴_SM5_플래티넘_2013_2014,일본/프랑스,일본/프랑스,True
TEST_07356,Q30_2017_2019,일본/프랑스,일본/프랑스,True
TEST_07357,4시리즈_F32_2014_2020,BMW,BMW,True
TEST_07358,싼타페_MX5_2024_2025,현대,현대,True
TEST_07359,GV80_2024_2025,제네시스,제네시스,True
TEST_07360,718_박스터_2017_2024,기타 독일차,기타 독일차,True
TEST_07361,EV6_2022_2024,기아,기아,True
TEST_07362,7시리즈_G11_2016_2018,BMW,BMW,True
